species,npy_filename,original_mp3,duration,split
African Pipit,African_Pipit_23.npy,../data/raw_audio/sa_bird_audio/African Pipit/African_Pipit_23.mp3,21.125396825396827,train
African Pipit,African_Pipit_24.npy,../data/raw_audio/sa_bird_audio/African Pipit/African_Pipit_24.mp3,16.66031746031746,train
African Pipit,African_Pipit_25.npy,../data/raw_audio/sa_bird_audio/African Pipit/African_Pipit_25.mp3,28.779410430839004,test
African Pipit,African_Pipit_26.npy,../data/raw_audio/sa_bird_audio/African Pipit/African_Pipit_26.mp3,15.228390022675738,train
African Pipit,African_Pipit_27.npy,../data/raw_audio/sa_bird_audio/African Pipit/African_Pipit_27.mp3,16.368231292517006,train
African Pipit,African_Pipit_28.npy,../data/raw_audio/sa_bird_audio/African Pipit/African_Pipit_28.mp3,9.498027210884354,train
African Pipit,African_Pipit_29.npy,../data/raw_audio/sa_bird_audio/African Pipit/African_Pipit_29.mp3,22.76716553287982,train
African Pipit,African_Pipit_30.npy,../data/raw_audio/sa_bird_audio/African Pipit/African_Pipit_30.mp3,29.0,train
African Pipit,African_Pipit_31.npy,../data/raw_audio/sa_bird_audio/African Pipit/African_Pipit_31.mp3,19.586031746031747,train
African Pipit,African_Pipit_32.npy,../data/raw_audio/sa_bird_audio/African Pipit/African_Pipit_32.mp3,3.738979591836735,val
African Pipit,African_Pipit_33.npy,../data/raw_audio/sa_bird_audio/African Pipit/African_Pipit_33.mp3,28.988390022675738,train
African Pipit,African_Pipit_34.npy,../data/raw_audio/sa_bird_audio/African Pipit/African_Pipit_34.mp3,19.736961451247165,train
African Reed Warbler,African_Reed_Warbler_01.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_01.mp3,28.461383219954648,test
African Reed Warbler,African_Reed_Warbler_02.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_02.mp3,29.0,train
African Reed Warbler,African_Reed_Warbler_03.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_03.mp3,19.962993197278912,train
African Reed Warbler,African_Reed_Warbler_04.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_04.mp3,4.07498866213152,train
African Reed Warbler,African_Reed_Warbler_05.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_05.mp3,8.028979591836734,train
African Reed Warbler,African_Reed_Warbler_06.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_06.mp3,28.104013605442177,test
African Reed Warbler,African_Reed_Warbler_07.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_07.mp3,25.803151927437643,train
African Reed Warbler,African_Reed_Warbler_08.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_08.mp3,25.74619047619048,train
African Reed Warbler,African_Reed_Warbler_09.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_09.mp3,28.988390022675738,train
African Reed Warbler,African_Reed_Warbler_10.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_10.mp3,16.184308390022675,train
African Reed Warbler,African_Reed_Warbler_11.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_11.mp3,24.24,test
African Reed Warbler,African_Reed_Warbler_12.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_12.mp3,28.872290249433107,train
African Reed Warbler,African_Reed_Warbler_13.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_13.mp3,12.084149659863945,train
African Reed Warbler,African_Reed_Warbler_14.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_14.mp3,19.08496598639456,train
African Reed Warbler,African_Reed_Warbler_15.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_15.mp3,29.0,train
African Reed Warbler,African_Reed_Warbler_16.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_16.mp3,28.988390022675738,train
African Reed Warbler,African_Reed_Warbler_17.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_17.mp3,28.988390022675738,train
African Reed Warbler,African_Reed_Warbler_18.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_18.mp3,29.0,train
African Reed Warbler,African_Reed_Warbler_19.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_19.mp3,29.0,train
African Reed Warbler,African_Reed_Warbler_20.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_20.mp3,28.976780045351475,val
African Reed Warbler,African_Reed_Warbler_21.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_21.mp3,29.0,train
African Reed Warbler,African_Reed_Warbler_22.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_22.mp3,28.872290249433107,val
African Reed Warbler,African_Reed_Warbler_23.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_23.mp3,27.7362358276644,val
African Reed Warbler,African_Reed_Warbler_24.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_24.mp3,28.872290249433107,train
African Reed Warbler,African_Reed_Warbler_25.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_25.mp3,28.988390022675738,train
African Reed Warbler,African_Reed_Warbler_26.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_26.mp3,28.88390022675737,train
African Reed Warbler,African_Reed_Warbler_27.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_27.mp3,29.0,train
African Reed Warbler,African_Reed_Warbler_28.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_28.mp3,27.26,train
African Reed Warbler,African_Reed_Warbler_29.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_29.mp3,28.907120181405897,train
African Reed Warbler,African_Reed_Warbler_30.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_30.mp3,28.988390022675738,train
African Reed Warbler,African_Reed_Warbler_31.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_31.mp3,28.988390022675738,train
African Reed Warbler,African_Reed_Warbler_32.npy,../data/raw_audio/sa_bird_audio/African Reed Warbler/African_Reed_Warbler_32.mp3,29.0,train
African Rock Pipit,African_Rock_Pipit_01.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_01.mp3,29.0,train
African Rock Pipit,African_Rock_Pipit_02.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_02.mp3,29.0,train
African Rock Pipit,African_Rock_Pipit_03.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_03.mp3,23.2431746031746,train
African Rock Pipit,African_Rock_Pipit_04.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_04.mp3,29.0,train
African Rock Pipit,African_Rock_Pipit_05.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_05.mp3,28.988390022675738,train
African Rock Pipit,African_Rock_Pipit_06.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_06.mp3,9.121995464852608,train
African Rock Pipit,African_Rock_Pipit_07.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_07.mp3,29.0,test
African Rock Pipit,African_Rock_Pipit_08.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_08.mp3,19.619024943310656,train
African Rock Pipit,African_Rock_Pipit_09.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_09.mp3,29.0,train
African Rock Pipit,African_Rock_Pipit_10.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_10.mp3,28.988390022675738,train
African Rock Pipit,African_Rock_Pipit_11.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_11.mp3,6.12,train
African Rock Pipit,African_Rock_Pipit_12.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_12.mp3,18.901043083900227,train
African Rock Pipit,African_Rock_Pipit_13.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_13.mp3,28.988390022675738,train
African Rock Pipit,African_Rock_Pipit_14.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_14.mp3,5.208004535147392,train
African Rock Pipit,African_Rock_Pipit_15.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_15.mp3,29.0,train
African Rock Pipit,African_Rock_Pipit_16.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_16.mp3,28.988390022675738,train
African Rock Pipit,African_Rock_Pipit_17.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_17.mp3,29.0,train
African Rock Pipit,African_Rock_Pipit_18.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_18.mp3,29.0,train
African Rock Pipit,African_Rock_Pipit_19.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_19.mp3,29.0,train
African Rock Pipit,African_Rock_Pipit_20.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_20.mp3,28.53798185941043,train
African Rock Pipit,African_Rock_Pipit_21.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_21.mp3,29.0,train
African Rock Pipit,African_Rock_Pipit_22.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_22.mp3,29.0,train
African Rock Pipit,African_Rock_Pipit_23.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_23.mp3,23.3037641723356,train
African Rock Pipit,African_Rock_Pipit_24.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_24.mp3,29.0,train
African Rock Pipit,African_Rock_Pipit_25.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_25.mp3,23.86,train
African Rock Pipit,African_Rock_Pipit_26.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_26.mp3,19.744013605442177,train
African Rock Pipit,African_Rock_Pipit_27.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_27.mp3,29.0,train
African Rock Pipit,African_Rock_Pipit_28.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_28.mp3,29.0,val
African Rock Pipit,African_Rock_Pipit_29.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_29.mp3,29.0,train
African Rock Pipit,African_Rock_Pipit_30.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_30.mp3,29.0,train
African Rock Pipit,African_Rock_Pipit_31.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_31.mp3,29.0,train
African Rock Pipit,African_Rock_Pipit_32.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_32.mp3,13.305034013605445,test
African Rock Pipit,African_Rock_Pipit_33.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_33.mp3,28.988390022675738,val
African Rock Pipit,African_Rock_Pipit_34.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_34.mp3,29.0,train
African Rock Pipit,African_Rock_Pipit_35.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_35.mp3,19.81299319727891,train
African Rock Pipit,African_Rock_Pipit_36.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_36.mp3,28.536984126984127,val
African Rock Pipit,African_Rock_Pipit_37.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_37.mp3,13.45498866213152,val
African Rock Pipit,African_Rock_Pipit_38.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_38.mp3,29.0,train
African Rock Pipit,African_Rock_Pipit_39.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_39.mp3,29.0,train
African Rock Pipit,African_Rock_Pipit_40.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_40.mp3,24.97,train
African Rock Pipit,African_Rock_Pipit_41.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_41.mp3,28.988390022675738,train
African Rock Pipit,African_Rock_Pipit_42.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_42.mp3,29.0,train
African Rock Pipit,African_Rock_Pipit_43.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_43.mp3,23.968390022675734,test
African Rock Pipit,African_Rock_Pipit_44.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_44.mp3,29.0,train
African Rock Pipit,African_Rock_Pipit_45.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_45.mp3,29.0,train
African Rock Pipit,African_Rock_Pipit_46.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_46.mp3,29.0,train
African Rock Pipit,African_Rock_Pipit_47.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_47.mp3,29.0,train
African Rock Pipit,African_Rock_Pipit_48.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_48.mp3,22.965986394557824,train
African Rock Pipit,African_Rock_Pipit_49.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_49.mp3,29.0,train
African Rock Pipit,African_Rock_Pipit_50.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_50.mp3,29.0,test
African Rock Pipit,African_Rock_Pipit_51.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_51.mp3,29.0,train
African Rock Pipit,African_Rock_Pipit_52.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_52.mp3,28.988390022675738,test
African Rock Pipit,African_Rock_Pipit_53.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_53.mp3,29.0,train
African Rock Pipit,African_Rock_Pipit_54.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_54.mp3,27.411156462585037,train
African Rock Pipit,African_Rock_Pipit_55.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_55.mp3,24.51,test
African Rock Pipit,African_Rock_Pipit_56.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_56.mp3,29.0,train
African Rock Pipit,African_Rock_Pipit_57.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_57.mp3,12.357981859410431,val
African Rock Pipit,African_Rock_Pipit_58.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_58.mp3,27.805895691609976,val
African Rock Pipit,African_Rock_Pipit_59.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_59.mp3,29.0,train
African Rock Pipit,African_Rock_Pipit_60.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_60.mp3,28.988390022675738,train
African Rock Pipit,African_Rock_Pipit_61.npy,../data/raw_audio/sa_bird_audio/African Rock Pipit/African_Rock_Pipit_61.mp3,28.070997732426303,train
Bar-throated Apalis,Bar-throated_Apalis_01.npy,../data/raw_audio/sa_bird_audio/Bar-throated Apalis/Bar-throated_Apalis_01.mp3,29.0,train
Bar-throated Apalis,Bar-throated_Apalis_02.npy,../data/raw_audio/sa_bird_audio/Bar-throated Apalis/Bar-throated_Apalis_02.mp3,27.36437641723356,val
Bar-throated Apalis,Bar-throated_Apalis_03.npy,../data/raw_audio/sa_bird_audio/Bar-throated Apalis/Bar-throated_Apalis_03.mp3,21.559727891156463,test
Bar-throated Apalis,Bar-throated_Apalis_04.npy,../data/raw_audio/sa_bird_audio/Bar-throated Apalis/Bar-throated_Apalis_04.mp3,14.23780045351474,train
Bar-throated Apalis,Bar-throated_Apalis_05.npy,../data/raw_audio/sa_bird_audio/Bar-throated Apalis/Bar-throated_Apalis_05.mp3,29.0,train
Bar-throated Apalis,Bar-throated_Apalis_06.npy,../data/raw_audio/sa_bird_audio/Bar-throated Apalis/Bar-throated_Apalis_06.mp3,28.96517006802721,train
Bar-throated Apalis,Bar-throated_Apalis_07.npy,../data/raw_audio/sa_bird_audio/Bar-throated Apalis/Bar-throated_Apalis_07.mp3,7.298979591836734,val
Bar-throated Apalis,Bar-throated_Apalis_08.npy,../data/raw_audio/sa_bird_audio/Bar-throated Apalis/Bar-throated_Apalis_08.mp3,29.0,train
Bar-throated Apalis,Bar-throated_Apalis_09.npy,../data/raw_audio/sa_bird_audio/Bar-throated Apalis/Bar-throated_Apalis_09.mp3,18.704739229024945,train
Bar-throated Apalis,Bar-throated_Apalis_10.npy,../data/raw_audio/sa_bird_audio/Bar-throated Apalis/Bar-throated_Apalis_10.mp3,28.953560090702947,train
Bar-throated Apalis,Bar-throated_Apalis_11.npy,../data/raw_audio/sa_bird_audio/Bar-throated Apalis/Bar-throated_Apalis_11.mp3,28.849070294784585,train
Bar-throated Apalis,Bar-throated_Apalis_12.npy,../data/raw_audio/sa_bird_audio/Bar-throated Apalis/Bar-throated_Apalis_12.mp3,24.034149659863942,test
Bar-throated Apalis,Bar-throated_Apalis_13.npy,../data/raw_audio/sa_bird_audio/Bar-throated Apalis/Bar-throated_Apalis_13.mp3,29.0,train
Bar-throated Apalis,Bar-throated_Apalis_14.npy,../data/raw_audio/sa_bird_audio/Bar-throated Apalis/Bar-throated_Apalis_14.mp3,19.5812925170068,train
Bar-throated Apalis,Bar-throated_Apalis_15.npy,../data/raw_audio/sa_bird_audio/Bar-throated Apalis/Bar-throated_Apalis_15.mp3,28.75619047619048,train
Bar-throated Apalis,Bar-throated_Apalis_16.npy,../data/raw_audio/sa_bird_audio/Bar-throated Apalis/Bar-throated_Apalis_16.mp3,9.261383219954649,train
Bar-throated Apalis,Bar-throated_Apalis_17.npy,../data/raw_audio/sa_bird_audio/Bar-throated Apalis/Bar-throated_Apalis_17.mp3,13.143401360544216,train
Bar-throated Apalis,Bar-throated_Apalis_18.npy,../data/raw_audio/sa_bird_audio/Bar-throated Apalis/Bar-throated_Apalis_18.mp3,13.286984126984128,train
