,original_file,chunk_index,start_frame,end_frame,snr,species,chunk_path,split
12,Chestnut-vented_Warbler_37.npy,best,768,1024,0.08648681640625,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_37/Chestnut-vented_Warbler_37_bestchunk.npy,test
13,Chestnut-vented_Warbler_21.npy,best,0,256,0.130859375,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_21/Chestnut-vented_Warbler_21_bestchunk.npy,val
14,Chestnut-vented_Warbler_33.npy,best,2240,2496,0.07562255859375,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_33/Chestnut-vented_Warbler_33_bestchunk.npy,train
15,Chestnut-vented_Warbler_83.npy,best,192,448,0.047882080078125,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_83/Chestnut-vented_Warbler_83_bestchunk.npy,train
16,Chestnut-vented_Warbler_52.npy,best,1216,1472,0.124114990234375,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_52/Chestnut-vented_Warbler_52_bestchunk.npy,test
17,Chestnut-vented_Warbler_73.npy,best,1088,1344,0.01806640625,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_73/Chestnut-vented_Warbler_73_bestchunk.npy,train
18,Chestnut-vented_Warbler_54.npy,best,1344,1600,0.0753173828125,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_54/Chestnut-vented_Warbler_54_bestchunk.npy,test
19,Chestnut-vented_Warbler_64.npy,best,1472,1728,0.058990478515625,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_64/Chestnut-vented_Warbler_64_bestchunk.npy,train
20,Chestnut-vented_Warbler_09.npy,best,2048,2304,0.102447509765625,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_09/Chestnut-vented_Warbler_09_bestchunk.npy,train
21,Chestnut-vented_Warbler_19.npy,best,832,1088,0.065521240234375,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_19/Chestnut-vented_Warbler_19_bestchunk.npy,train
22,Chestnut-vented_Warbler_82.npy,best,0,256,0.1346435546875,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_82/Chestnut-vented_Warbler_82_bestchunk.npy,train
23,Chestnut-vented_Warbler_13.npy,best,832,1088,0.029022216796875,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_13/Chestnut-vented_Warbler_13_bestchunk.npy,val
24,Chestnut-vented_Warbler_08.npy,best,576,832,0.1002197265625,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_08/Chestnut-vented_Warbler_08_bestchunk.npy,test
25,Chestnut-vented_Warbler_28.npy,best,2240,2496,0.084197998046875,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_28/Chestnut-vented_Warbler_28_bestchunk.npy,test
26,Chestnut-vented_Warbler_10.npy,best,192,448,0.106658935546875,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_10/Chestnut-vented_Warbler_10_bestchunk.npy,train
27,Chestnut-vented_Warbler_80.npy,best,1344,1600,0.130401611328125,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_80/Chestnut-vented_Warbler_80_bestchunk.npy,train
28,Chestnut-vented_Warbler_58.npy,best,128,384,0.063812255859375,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_58/Chestnut-vented_Warbler_58_bestchunk.npy,train
29,Chestnut-vented_Warbler_39.npy,best,64,320,0.093780517578125,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_39/Chestnut-vented_Warbler_39_bestchunk.npy,train
30,Chestnut-vented_Warbler_74.npy,best,896,1152,0.062957763671875,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_74/Chestnut-vented_Warbler_74_bestchunk.npy,train
31,Chestnut-vented_Warbler_06.npy,best,2240,2496,0.08746337890625,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_06/Chestnut-vented_Warbler_06_bestchunk.npy,train
32,Chestnut-vented_Warbler_47.npy,best,704,960,0.05029296875,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_47/Chestnut-vented_Warbler_47_bestchunk.npy,train
33,Chestnut-vented_Warbler_20.npy,best,64,320,0.033447265625,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_20/Chestnut-vented_Warbler_20_bestchunk.npy,train
34,Chestnut-vented_Warbler_26.npy,best,960,1216,0.05694580078125,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_26/Chestnut-vented_Warbler_26_bestchunk.npy,train
35,Chestnut-vented_Warbler_45.npy,best,256,512,0.001800537109375,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_45/Chestnut-vented_Warbler_45_bestchunk.npy,train
36,Chestnut-vented_Warbler_69.npy,best,1536,1792,0.07427978515625,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_69/Chestnut-vented_Warbler_69_bestchunk.npy,train
37,Chestnut-vented_Warbler_75.npy,best,2176,2432,0.086578369140625,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_75/Chestnut-vented_Warbler_75_bestchunk.npy,train
38,Chestnut-vented_Warbler_07.npy,best,1216,1472,0.047271728515625,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_07/Chestnut-vented_Warbler_07_bestchunk.npy,train
39,Chestnut-vented_Warbler_12.npy,best,1920,2176,0.076629638671875,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_12/Chestnut-vented_Warbler_12_bestchunk.npy,train
40,Chestnut-vented_Warbler_79.npy,best,0,256,0.097259521484375,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_79/Chestnut-vented_Warbler_79_bestchunk.npy,test
41,Chestnut-vented_Warbler_67.npy,best,2048,2304,0.080657958984375,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_67/Chestnut-vented_Warbler_67_bestchunk.npy,train
42,Chestnut-vented_Warbler_76.npy,best,1216,1472,0.096954345703125,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_76/Chestnut-vented_Warbler_76_bestchunk.npy,train
43,Chestnut-vented_Warbler_62.npy,best,2048,2304,0.074798583984375,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_62/Chestnut-vented_Warbler_62_bestchunk.npy,train
44,Chestnut-vented_Warbler_60.npy,best,192,448,0.01129150390625,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_60/Chestnut-vented_Warbler_60_bestchunk.npy,val
45,Chestnut-vented_Warbler_71.npy,best,0,256,0.135711669921875,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_71/Chestnut-vented_Warbler_71_bestchunk.npy,val
46,Chestnut-vented_Warbler_63.npy,best,448,704,0.08953857421875,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_63/Chestnut-vented_Warbler_63_bestchunk.npy,test
47,Chestnut-vented_Warbler_25.npy,best,64,320,0.100250244140625,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_25/Chestnut-vented_Warbler_25_bestchunk.npy,train
48,Chestnut-vented_Warbler_42.npy,best,1344,1600,0.05645751953125,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_42/Chestnut-vented_Warbler_42_bestchunk.npy,train
49,Chestnut-vented_Warbler_78.npy,best,256,512,0.07861328125,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_78/Chestnut-vented_Warbler_78_bestchunk.npy,val
50,Chestnut-vented_Warbler_31.npy,best,64,320,0.036224365234375,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_31/Chestnut-vented_Warbler_31_bestchunk.npy,train
51,Chestnut-vented_Warbler_59.npy,best,0,256,0.063995361328125,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_59/Chestnut-vented_Warbler_59_bestchunk.npy,train
52,Chestnut-vented_Warbler_30.npy,best,1920,2176,0.05279541015625,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_30/Chestnut-vented_Warbler_30_bestchunk.npy,train
53,Chestnut-vented_Warbler_49.npy,best,2176,2432,0.07122802734375,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_49/Chestnut-vented_Warbler_49_bestchunk.npy,train
54,Chestnut-vented_Warbler_70.npy,best,256,512,0.0650634765625,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_70/Chestnut-vented_Warbler_70_bestchunk.npy,train
55,Chestnut-vented_Warbler_56.npy,best,0,256,0.036224365234375,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_56/Chestnut-vented_Warbler_56_bestchunk.npy,train
56,Chestnut-vented_Warbler_51.npy,best,64,320,0.049896240234375,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_51/Chestnut-vented_Warbler_51_bestchunk.npy,train
57,Chestnut-vented_Warbler_57.npy,best,2240,2496,0.03070068359375,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_57/Chestnut-vented_Warbler_57_bestchunk.npy,train
58,Chestnut-vented_Warbler_04.npy,best,64,320,0.112091064453125,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_04/Chestnut-vented_Warbler_04_bestchunk.npy,train
59,Chestnut-vented_Warbler_29.npy,best,640,896,0.0648193359375,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_29/Chestnut-vented_Warbler_29_bestchunk.npy,train
60,Chestnut-vented_Warbler_02.npy,best,384,640,0.04669189453125,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_02/Chestnut-vented_Warbler_02_bestchunk.npy,train
61,Chestnut-vented_Warbler_22.npy,best,128,384,0.080810546875,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_22/Chestnut-vented_Warbler_22_bestchunk.npy,train
62,Chestnut-vented_Warbler_77.npy,best,192,448,0.1329345703125,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_77/Chestnut-vented_Warbler_77_bestchunk.npy,train
63,Chestnut-vented_Warbler_68.npy,best,0,256,0.04730224609375,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_68/Chestnut-vented_Warbler_68_bestchunk.npy,train
64,Chestnut-vented_Warbler_48.npy,best,128,384,0.07757568359375,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_48/Chestnut-vented_Warbler_48_bestchunk.npy,train
65,Chestnut-vented_Warbler_66.npy,best,1024,1280,0.066864013671875,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_66/Chestnut-vented_Warbler_66_bestchunk.npy,train
66,Chestnut-vented_Warbler_24.npy,best,384,640,0.049957275390625,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_24/Chestnut-vented_Warbler_24_bestchunk.npy,train
67,Chestnut-vented_Warbler_14.npy,best,64,320,0.12939453125,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_14/Chestnut-vented_Warbler_14_bestchunk.npy,train
68,Chestnut-vented_Warbler_40.npy,best,960,1216,0.0782470703125,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_40/Chestnut-vented_Warbler_40_bestchunk.npy,train
69,Chestnut-vented_Warbler_35.npy,best,2112,2368,0.1153564453125,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_35/Chestnut-vented_Warbler_35_bestchunk.npy,test
70,Chestnut-vented_Warbler_41.npy,best,192,448,0.058074951171875,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_41/Chestnut-vented_Warbler_41_bestchunk.npy,train
71,Chestnut-vented_Warbler_65.npy,best,1088,1344,0.08197021484375,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_65/Chestnut-vented_Warbler_65_bestchunk.npy,train
72,Chestnut-vented_Warbler_55.npy,best,2112,2368,0.109283447265625,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_55/Chestnut-vented_Warbler_55_bestchunk.npy,train
73,Chestnut-vented_Warbler_03.npy,best,1152,1408,0.11187744140625,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_03/Chestnut-vented_Warbler_03_bestchunk.npy,train
74,Chestnut-vented_Warbler_01.npy,best,1152,1408,0.038665771484375,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_01/Chestnut-vented_Warbler_01_bestchunk.npy,train
75,Chestnut-vented_Warbler_18.npy,best,64,320,0.134521484375,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_18/Chestnut-vented_Warbler_18_bestchunk.npy,train
76,Chestnut-vented_Warbler_05.npy,best,1664,1920,0.021026611328125,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_05/Chestnut-vented_Warbler_05_bestchunk.npy,train
77,Chestnut-vented_Warbler_11.npy,best,128,384,0.046478271484375,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_11/Chestnut-vented_Warbler_11_bestchunk.npy,train
78,Chestnut-vented_Warbler_50.npy,best,1152,1408,0.0340576171875,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_50/Chestnut-vented_Warbler_50_bestchunk.npy,val
79,Chestnut-vented_Warbler_72.npy,best,1792,2048,0.082061767578125,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_72/Chestnut-vented_Warbler_72_bestchunk.npy,train
80,Chestnut-vented_Warbler_23.npy,best,704,960,0.14959716796875,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_23/Chestnut-vented_Warbler_23_bestchunk.npy,train
81,Chestnut-vented_Warbler_16.npy,best,64,320,0.033782958984375,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_16/Chestnut-vented_Warbler_16_bestchunk.npy,train
82,Chestnut-vented_Warbler_61.npy,best,1152,1408,0.085205078125,Chestnut-vented Warbler,../data/processed_audio/512f_best_chunk_spectrograms/Chestnut-vented_Warbler_61/Chestnut-vented_Warbler_61_bestchunk.npy,val
83,Crested_Barbet_10.npy,best,192,448,0.030303955078125,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_10/Crested_Barbet_10_bestchunk.npy,train
84,Crested_Barbet_15.npy,best,384,640,0.03399658203125,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_15/Crested_Barbet_15_bestchunk.npy,train
85,Crested_Barbet_01.npy,best,1344,1600,0.037261962890625,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_01/Crested_Barbet_01_bestchunk.npy,val
86,Crested_Barbet_22.npy,best,1152,1408,0.07073974609375,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_22/Crested_Barbet_22_bestchunk.npy,train
87,Crested_Barbet_27.npy,best,1152,1408,0.038543701171875,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_27/Crested_Barbet_27_bestchunk.npy,train
88,Crested_Barbet_31.npy,best,1472,1728,0.074432373046875,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_31/Crested_Barbet_31_bestchunk.npy,train
89,Crested_Barbet_14.npy,best,1728,1984,0.036865234375,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_14/Crested_Barbet_14_bestchunk.npy,train
90,Crested_Barbet_08.npy,best,0,256,0.02886962890625,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_08/Crested_Barbet_08_bestchunk.npy,train
91,Crested_Barbet_33.npy,best,1984,2240,0.019805908203125,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_33/Crested_Barbet_33_bestchunk.npy,train
92,Crested_Barbet_32.npy,best,0,256,0.0560302734375,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_32/Crested_Barbet_32_bestchunk.npy,train
93,Crested_Barbet_02.npy,best,0,256,0.026214599609375,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_02/Crested_Barbet_02_bestchunk.npy,val
94,Crested_Barbet_29.npy,best,1472,1728,0.030487060546875,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_29/Crested_Barbet_29_bestchunk.npy,test
95,Crested_Barbet_09.npy,best,1152,1408,0.066436767578125,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_09/Crested_Barbet_09_bestchunk.npy,train
96,Crested_Barbet_12.npy,best,2048,2304,0.078643798828125,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_12/Crested_Barbet_12_bestchunk.npy,train
97,Crested_Barbet_17.npy,best,1664,1920,0.061492919921875,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_17/Crested_Barbet_17_bestchunk.npy,test
98,Crested_Barbet_06.npy,best,2112,2368,0.06048583984375,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_06/Crested_Barbet_06_bestchunk.npy,train
99,Crested_Barbet_13.npy,best,64,320,0.015228271484375,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_13/Crested_Barbet_13_bestchunk.npy,train
100,Crested_Barbet_26.npy,best,0,256,0.00531005859375,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_26/Crested_Barbet_26_bestchunk.npy,train
101,Crested_Barbet_21.npy,best,1088,1344,0.045379638671875,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_21/Crested_Barbet_21_bestchunk.npy,train
102,Crested_Barbet_11.npy,best,320,576,0.03436279296875,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_11/Crested_Barbet_11_bestchunk.npy,train
103,Crested_Barbet_20.npy,best,1344,1600,0.04217529296875,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_20/Crested_Barbet_20_bestchunk.npy,train
104,Crested_Barbet_05.npy,best,704,960,0.011199951171875,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_05/Crested_Barbet_05_bestchunk.npy,train
105,Crested_Barbet_25.npy,best,1408,1664,0.045928955078125,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_25/Crested_Barbet_25_bestchunk.npy,test
106,Crested_Barbet_24.npy,best,2112,2368,0.046295166015625,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_24/Crested_Barbet_24_bestchunk.npy,train
107,Crested_Barbet_30.npy,best,1280,1536,0.03656005859375,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_30/Crested_Barbet_30_bestchunk.npy,train
108,Crested_Barbet_23.npy,best,0,256,0.020782470703125,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_23/Crested_Barbet_23_bestchunk.npy,train
109,Crested_Barbet_03.npy,best,2112,2368,0.093292236328125,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_03/Crested_Barbet_03_bestchunk.npy,train
110,Crested_Barbet_16.npy,best,2176,2432,0.03778076171875,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_16/Crested_Barbet_16_bestchunk.npy,train
111,Crested_Barbet_28.npy,best,2112,2368,0.064727783203125,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_28/Crested_Barbet_28_bestchunk.npy,train
112,Crested_Barbet_04.npy,best,1088,1344,0.04937744140625,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_04/Crested_Barbet_04_bestchunk.npy,val
113,Crested_Barbet_07.npy,best,1024,1280,0.060394287109375,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_07/Crested_Barbet_07_bestchunk.npy,train
114,Crested_Barbet_34.npy,best,1472,1728,0.043365478515625,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_34/Crested_Barbet_34_bestchunk.npy,train
115,Crested_Barbet_19.npy,best,640,896,0.077728271484375,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_19/Crested_Barbet_19_bestchunk.npy,train
116,Crested_Barbet_18.npy,best,128,384,0.006927490234375,Crested Barbet,../data/processed_audio/512f_best_chunk_spectrograms/Crested_Barbet_18/Crested_Barbet_18_bestchunk.npy,test
117,Fiery-necked_Nightjar_22.npy,best,1664,1920,0.065460205078125,Fiery-necked Nightjar,../data/processed_audio/512f_best_chunk_spectrograms/Fiery-necked_Nightjar_22/Fiery-necked_Nightjar_22_bestchunk.npy,train
118,Fiery-necked_Nightjar_23.npy,best,0,256,0.053955078125,Fiery-necked Nightjar,../data/processed_audio/512f_best_chunk_spectrograms/Fiery-necked_Nightjar_23/Fiery-necked_Nightjar_23_bestchunk.npy,train
119,Fiery-necked_Nightjar_30.npy,best,2112,2368,0.057769775390625,Fiery-necked Nightjar,../data/processed_audio/512f_best_chunk_spectrograms/Fiery-necked_Nightjar_30/Fiery-necked_Nightjar_30_bestchunk.npy,train
120,Fiery-necked_Nightjar_14.npy,best,1664,1920,0.0616455078125,Fiery-necked Nightjar,../data/processed_audio/512f_best_chunk_spectrograms/Fiery-necked_Nightjar_14/Fiery-necked_Nightjar_14_bestchunk.npy,train
121,Fiery-necked_Nightjar_31.npy,best,1472,1728,0.004150390625,Fiery-necked Nightjar,../data/processed_audio/512f_best_chunk_spectrograms/Fiery-necked_Nightjar_31/Fiery-necked_Nightjar_31_bestchunk.npy,train
122,Fiery-necked_Nightjar_32.npy,best,2176,2432,0.062255859375,Fiery-necked Nightjar,../data/processed_audio/512f_best_chunk_spectrograms/Fiery-necked_Nightjar_32/Fiery-necked_Nightjar_32_bestchunk.npy,val
123,Fiery-necked_Nightjar_02.npy,best,1792,2048,0.05145263671875,Fiery-necked Nightjar,../data/processed_audio/512f_best_chunk_spectrograms/Fiery-necked_Nightjar_02/Fiery-necked_Nightjar_02_bestchunk.npy,train
124,Fiery-necked_Nightjar_29.npy,best,832,1088,0.06866455078125,Fiery-necked Nightjar,../data/processed_audio/512f_best_chunk_spectrograms/Fiery-necked_Nightjar_29/Fiery-necked_Nightjar_29_bestchunk.npy,train
125,Fiery-necked_Nightjar_19.npy,best,640,896,0.066497802734375,Fiery-necked Nightjar,../data/processed_audio/512f_best_chunk_spectrograms/Fiery-necked_Nightjar_19/Fiery-necked_Nightjar_19_bestchunk.npy,train
